x,t=1.00e-01s,t=2.10e-01s,t=3.31e-01s,t=4.64e-01s,t=6.11e-01s,t=7.72e-01s,t=9.49e-01s,t=1.14e+00s,t=1.36e+00s,t=1.59e+00s,t=1.85e+00s,t=2.14e+00s,t=2.45e+00s,t=2.80e+00s,t=3.18e+00s,t=3.59e+00s,t=4.05e+00s,t=4.56e+00s,t=5.12e+00s,t=5.73e+00s,t=6.40e+00s,t=7.14e+00s,t=7.95e+00s,t=8.85e+00s,t=9.83e+00s,t=1.09e+01s,t=1.21e+01s,t=1.34e+01s,t=1.49e+01s,t=1.64e+01s,t=1.82e+01s,t=2.01e+01s,t=2.22e+01s,t=2.45e+01s,t=2.71e+01s,t=2.99e+01s,t=3.30e+01s,t=3.64e+01s,t=4.01e+01s,t=4.43e+01s,t=4.88e+01s,t=5.38e+01s,t=5.92e+01s,t=6.53e+01s,t=7.19e+01s,t=7.92e+01s,t=8.72e+01s,t=9.60e+01s,t=1.06e+02s,t=1.16e+02s,t=1.28e+02s,t=1.41e+02s,t=1.55e+02s,t=1.71e+02s,t=1.88e+02s,t=2.07e+02s,t=2.28e+02s,t=2.51e+02s,t=2.76e+02s,t=3.03e+02s,t=3.34e+02s,t=3.67e+02s,t=4.04e+02s,t=4.45e+02s,t=4.89e+02s,t=5.38e+02s,t=5.92e+02s,t=6.52e+02s,t=7.17e+02s,t=7.89e+02s,t=8.68e+02s,t=9.55e+02s,t=1.00e+03s
1.803030303030303129e-05,7.588825138601902106e+22,9.725543677382546057e+22,1.056134408117093212e+23,1.101405282743858170e+23,1.130778456316000076e+23,1.151897366902640518e+23,1.168092530683385049e+23,1.181068178010323949e+23,1.191797498027672527e+23,1.200881860771794114e+23,1.208715429965747926e+23,1.215568313124788330e+23,1.221631705506408835e+23,1.227043750199973506e+23,1.231905009850937864e+23,1.236288184014355028e+23,1.240244694574223631e+23,1.243809693109986777e+23,1.247006376257570073e+23,1.249850016920088043e+23,1.252351770586093894e+23,1.254522094647618212e+23,1.256373527274096721e+23,1.257922595703885964e+23,1.259190726781283944e+23,1.260204171271421234e+23,1.260993087633700013e+23,1.261590031857544132e+23,1.262028152610667417e+23,1.262339391993520838e+23,1.262552947149289931e+23,1.262694168904508836e+23,1.262783977214223990e+23,1.262838778318302856e+23,1.262870792620950086e+23,1.262888657404945236e+23,1.262898158296897767e+23,1.262902962914880463e+23,1.262905268077769995e+23,1.262906315020097143e+23,1.262906764144082713e+23,1.262906945734887269e+23,1.262907014788872164e+23,1.262907039435574204e+23,1.262907047675807526e+23,1.262907050251514009e+23,1.262907051002837839e+23,1.262907051206994077e+23,1.262907051206994077e+23,1.262907051206994077e+23,1.262907051206994077e+23,1.262907051206994077e+23,1.262907051206994077e+23,1.262907051206994077e+23,1.262907051206994077e+23,1.262907051206994077e+23,1.262907051206994077e+23,1.262907051206994077e+23,1.262907051206994077e+23,1.262907051206994077e+23,1.262907051206994077e+23,1.262907051206994077e+23,1.262907051206994077e+23,1.262907051206994077e+23,1.262907051206994077e+23,1.262907051206994077e+23,1.262907051206994077e+23,1.262907051206994077e+23,1.262907051206994077e+23,1.262907051206994077e+23,1.262907051206994077e+23,1.262907051206994077e+23,1.262907051206994077e+23
1.235353535353535383e-05,9.000534764565701014e+22,1.072992707924754715e+23,1.133105387707132606e+23,1.164792534898573648e+23,1.185173491481502779e+23,1.199768935189226455e+23,1.210936538704866192e+23,1.219871360145301826e+23,1.227252162460017356e+23,1.233496932381824689e+23,1.238878982682278101e+23,1.243585282362091126e+23,1.247748009419154674e+23,1.251462578715126105e+23,1.254798406900687118e+23,1.257805661943456648e+23,1.260519828296922678e+23,1.262965169832781446e+23,1.265157707082441341e+23,1.267107993480747758e+23,1.268823734016923109e+23,1.270312136550710185e+23,1.271581822632592115e+23,1.272644140250794463e+23,1.273513791394171826e+23,1.274208782431947850e+23,1.274749797345217730e+23,1.275159163085879173e+23,1.275459612444189650e+23,1.275673050498745468e+23,1.275819499797257755e+23,1.275916345154261934e+23,1.275977932814547860e+23,1.276015513654605057e+23,1.276037468036702646e+23,1.276049719132625987e+23,1.276056234539616053e+23,1.276059529392533474e+23,1.276061110199311286e+23,1.276061828158781076e+23,1.276062136153606130e+23,1.276062260682755628e+23,1.276062308037764128e+23,1.276062324939681652e+23,1.276062330590569452e+23,1.276062332356906629e+23,1.276062332872140301e+23,1.276062333012144323e+23,1.276062333012144323e+23,1.276062333012144323e+23,1.276062333012144323e+23,1.276062333012144323e+23,1.276062333012144323e+23,1.276062333012144323e+23,1.276062333012144323e+23,1.276062333012144323e+23,1.276062333012144323e+23,1.276062333012144323e+23,1.276062333012144323e+23,1.276062333012144323e+23,1.276062333012144323e+23,1.276062333012144323e+23,1.276062333012144323e+23,1.276062333012144323e+23,1.276062333012144323e+23,1.276062333012144323e+23,1.276062333012144323e+23,1.276062333012144323e+23,1.276062333012144323e+23,1.276062333012144323e+23,1.276062333012144323e+23,1.276062333012144323e+23,1.276062333012144323e+23
2.370707070707070706e-05,6.398538363631881421e+22,8.776833225397687131e+22,9.811547910923401088e+22,1.039001969568982971e+23,1.076964623862713570e+23,1.104405952597314199e+23,1.125513650852753635e+23,1.142458156975027409e+23,1.156488060907291715e+23,1.168378587394129170e+23,1.178639527006193687e+23,1.187621055536311860e+23,1.195571478200318826e+23,1.202670426371250979e+23,1.209048772143873671e+23,1.214801166013632673e+23,1.219994556848828894e+23,1.224674691815178450e+23,1.228871736597191925e+23,1.232605538485747539e+23,1.235890602927720749e+23,1.238740566931262899e+23,1.241171834822664074e+23,1.243206073496373465e+23,1.244871399894265910e+23,1.246202275617701007e+23,1.247238299638985937e+23,1.248022222532221296e+23,1.248597574773989861e+23,1.249006303095000819e+23,1.249286749803554338e+23,1.249472206252568929e+23,1.249590145100275012e+23,1.249662111483352444e+23,1.249704153585072923e+23,1.249727614132611952e+23,1.249740090976876731e+23,1.249746400539248542e+23,1.249749427745383231e+23,1.249750802620126278e+23,1.249751392422648254e+23,1.249751630892909650e+23,1.249751721576587078e+23,1.249751753943344187e+23,1.249751764764654882e+23,1.249751768147147148e+23,1.249751769133806665e+23,1.249751769401911107e+23,1.249751769401911107e+23,1.249751769401911107e+23,1.249751769401911107e+23,1.249751769401911107e+23,1.249751769401911107e+23,1.249751769401911107e+23,1.249751769401911107e+23,1.249751769401911107e+23,1.249751769401911107e+23,1.249751769401911107e+23,1.249751769401911107e+23,1.249751769401911107e+23,1.249751769401911107e+23,1.249751769401911107e+23,1.249751769401911107e+23,1.249751769401911107e+23,1.249751769401911107e+23,1.249751769401911107e+23,1.249751769401911107e+23,1.249751769401911107e+23,1.249751769401911107e+23,1.249751769401911107e+23,1.249751769401911107e+23,1.249751769401911107e+23,1.249751769401911107e+23
1.803030303030303129e-05,7.588825138601898751e+22,9.725543677382541024e+22,1.056134408117092541e+23,1.101405282743858003e+23,1.130778456316000076e+23,1.151897366902640686e+23,1.168092530683384881e+23,1.181068178010323949e+23,1.191797498027673030e+23,1.200881860771794282e+23,1.208715429965748261e+23,1.215568313124788665e+23,1.221631705506409171e+23,1.227043750199973841e+23,1.231905009850938535e+23,1.236288184014355028e+23,1.240244694574223128e+23,1.243809693109986274e+23,1.247006376257570409e+23,1.249850016920088043e+23,1.252351770586094229e+23,1.254522094647617876e+23,1.256373527274096553e+23,1.257922595703885964e+23,1.259190726781283777e+23,1.260204171271421234e+23,1.260993087633699509e+23,1.261590031857544132e+23,1.262028152610667417e+23,1.262339391993520671e+23,1.262552947149289764e+23,1.262694168904508669e+23,1.262783977214224326e+23,1.262838778318302856e+23,1.262870792620950086e+23,1.262888657404945404e+23,1.262898158296897432e+23,1.262902962914880295e+23,1.262905268077770498e+23,1.262906315020097479e+23,1.262906764144082713e+23,1.262906945734887269e+23,1.262907014788871996e+23,1.262907039435573701e+23,1.262907047675807358e+23,1.262907050251514009e+23,1.262907051002837839e+23,1.262907051206994077e+23,1.262907051206994077e+23,1.262907051206994077e+23,1.262907051206994077e+23,1.262907051206994077e+23,1.262907051206994077e+23,1.262907051206994077e+23,1.262907051206994077e+23,1.262907051206994077e+23,1.262907051206994077e+23,1.262907051206994077e+23,1.262907051206994077e+23,1.262907051206994077e+23,1.262907051206994077e+23,1.262907051206994077e+23,1.262907051206994077e+23,1.262907051206994077e+23,1.262907051206994077e+23,1.262907051206994077e+23,1.262907051206994077e+23,1.262907051206994077e+23,1.262907051206994077e+23,1.262907051206994077e+23,1.262907051206994077e+23,1.262907051206994077e+23,1.262907051206994077e+23
2.938383838383838283e-05,5.394944862099112303e+22,7.890354166757035763e+22,9.086431530431242515e+22,9.778562142922963996e+22,1.023901999721920971e+23,1.057408511895468633e+23,1.083280325546543845e+23,1.104100380852416225e+23,1.121368527099726104e+23,1.136021647153175095e+23,1.148678433837559222e+23,1.159765163569293442e+23,1.169584779553559397e+23,1.178356790817792511e+23,1.186241290368618332e+23,1.193354123052936793e+23,1.199777229351423427e+23,1.205566570694674114e+23,1.210759011392938668e+23,1.215378783575303216e+23,1.219443611249329937e+23,1.222970219631172481e+23,1.225978813189705349e+23,1.228496146631546949e+23,1.230556981438013506e+23,1.232203946022241860e+23,1.233486035289197133e+23,1.234456149164789995e+23,1.235168155199866006e+23,1.235673962220046548e+23,1.236021019050825126e+23,1.236250524103388378e+23,1.236396475152172277e+23,1.236485534606342897e+23,1.236537562324290817e+23,1.236566595096371769e+23,1.236582035374397886e+23,1.236589843550508889e+23,1.236593589762567386e+23,1.236595291190256489e+23,1.236596021079540687e+23,1.236596316189993007e+23,1.236596428412374923e+23,1.236596468466712115e+23,1.236596481858244318e+23,1.236596486044127330e+23,1.236596487265134020e+23,1.236596487596916049e+23,1.236596487596916049e+23,1.236596487596916049e+23,1.236596487596916049e+23,1.236596487596916049e+23,1.236596487596916049e+23,1.236596487596916049e+23,1.236596487596916049e+23,1.236596487596916049e+23,1.236596487596916049e+23,1.236596487596916049e+23,1.236596487596916049e+23,1.236596487596916049e+23,1.236596487596916049e+23,1.236596487596916049e+23,1.236596487596916049e+23,1.236596487596916049e+23,1.236596487596916049e+23,1.236596487596916049e+23,1.236596487596916049e+23,1.236596487596916049e+23,1.236596487596916049e+23,1.236596487596916049e+23,1.236596487596916049e+23,1.236596487596916049e+23,1.236596487596916049e+23
2.370707070707070706e-05,6.398538363631882260e+22,8.776833225397685453e+22,9.811547910923392700e+22,1.039001969568982636e+23,1.076964623862713570e+23,1.104405952597314534e+23,1.125513650852752964e+23,1.142458156975027577e+23,1.156488060907291882e+23,1.168378587394129002e+23,1.178639527006193855e+23,1.187621055536312195e+23,1.195571478200318993e+23,1.202670426371251650e+23,1.209048772143873838e+23,1.214801166013633344e+23,1.219994556848828727e+23,1.224674691815178785e+23,1.228871736597192261e+23,1.232605538485747539e+23,1.235890602927720749e+23,1.238740566931263235e+23,1.241171834822664913e+23,1.243206073496374136e+23,1.244871399894266078e+23,1.246202275617700839e+23,1.247238299638985602e+23,1.248022222532221631e+23,1.248597574773989861e+23,1.249006303095001155e+23,1.249286749803554338e+23,1.249472206252568425e+23,1.249590145100274844e+23,1.249662111483351940e+23,1.249704153585072587e+23,1.249727614132612623e+23,1.249740090976876731e+23,1.249746400539248542e+23,1.249749427745383567e+23,1.249750802620126446e+23,1.249751392422648254e+23,1.249751630892909315e+23,1.249751721576587078e+23,1.249751753943343851e+23,1.249751764764655385e+23,1.249751768147147484e+23,1.249751769133807001e+23,1.249751769401911610e+23,1.249751769401911610e+23,1.249751769401911610e+23,1.249751769401911610e+23,1.249751769401911610e+23,1.249751769401911610e+23,1.249751769401911610e+23,1.249751769401911610e+23,1.249751769401911610e+23,1.249751769401911610e+23,1.249751769401911610e+23,1.249751769401911610e+23,1.249751769401911610e+23,1.249751769401911610e+23,1.249751769401911610e+23,1.249751769401911610e+23,1.249751769401911610e+23,1.249751769401911610e+23,1.249751769401911610e+23,1.249751769401911610e+23,1.249751769401911610e+23,1.249751769401911610e+23,1.249751769401911610e+23,1.249751769401911610e+23,1.249751769401911610e+23,1.249751769401911610e+23
3.506060606060605860e-05,4.548762297108280010e+22,7.069340983098658836e+22,8.389869709581117240e+22,9.182154589474275092e+22,9.717506009890600832e+22,1.011014242797396028e+23,1.041470554472041069e+23,1.066052545702949762e+23,1.086482729378156296e+23,1.103845039051288105e+23,1.118858957940046137e+23,1.132022052797708396e+23,1.143688896707122042e+23,1.154116910788116732e+23,1.163494077565616364e+23,1.171956509233551665e+23,1.179600481053820836e+23,1.186491700439284879e+23,1.192673398010395608e+23,1.198173957693965190e+23,1.203014160450336860e+23,1.207213707225536974e+23,1.210796521336583079e+23,1.213794381383713423e+23,1.216248637145396910e+23,1.218210029439645909e+23,1.219736893973249592e+23,1.220892224065832778e+23,1.221740168991024538e+23,1.222342547034727336e+23,1.222755865713642633e+23,1.223029189080451729e+23,1.223203005886678843e+23,1.223309069053605058e+23,1.223371030185890588e+23,1.223405606052653087e+23,1.223423994272549710e+23,1.223433293228129240e+23,1.223437754687378634e+23,1.223439780960901194e+23,1.223440650204619787e+23,1.223441001659164294e+23,1.223441135307654441e+23,1.223441183009384243e+23,1.223441198957699908e+23,1.223441203942775167e+23,1.223441205396902280e+23,1.223441205792030547e+23,1.223441205792030547e+23,1.223441205792030547e+23,1.223441205792030547e+23,1.223441205792030547e+23,1.223441205792030547e+23,1.223441205792030547e+23,1.223441205792030547e+23,1.223441205792030547e+23,1.223441205792030547e+23,1.223441205792030547e+23,1.223441205792030547e+23,1.223441205792030547e+23,1.223441205792030547e+23,1.223441205792030547e+23,1.223441205792030547e+23,1.223441205792030547e+23,1.223441205792030547e+23,1.223441205792030547e+23,1.223441205792030547e+23,1.223441205792030547e+23,1.223441205792030547e+23,1.223441205792030547e+23,1.223441205792030547e+23,1.223441205792030547e+23,1.223441205792030547e+23
2.938383838383838283e-05,5.394944862099110625e+22,7.890354166757035763e+22,9.086431530431239160e+22,9.778562142922958963e+22,1.023901999721920636e+23,1.057408511895468633e+23,1.083280325546543174e+23,1.104100380852416728e+23,1.121368527099725601e+23,1.136021647153175598e+23,1.148678433837559222e+23,1.159765163569293610e+23,1.169584779553560068e+23,1.178356790817792343e+23,1.186241290368617997e+23,1.193354123052937128e+23,1.199777229351424098e+23,1.205566570694673779e+23,1.210759011392939004e+23,1.215378783575303048e+23,1.219443611249329937e+23,1.222970219631173152e+23,1.225978813189705853e+23,1.228496146631547620e+23,1.230556981438014009e+23,1.232203946022241860e+23,1.233486035289197133e+23,1.234456149164789659e+23,1.235168155199865503e+23,1.235673962220046715e+23,1.236021019050825126e+23,1.236250524103388378e+23,1.236396475152172780e+23,1.236485534606342897e+23,1.236537562324290985e+23,1.236566595096371937e+23,1.236582035374398390e+23,1.236589843550509057e+23,1.236593589762566883e+23,1.236595291190257160e+23,1.236596021079540687e+23,1.236596316189992671e+23,1.236596428412375259e+23,1.236596468466712115e+23,1.236596481858244318e+23,1.236596486044127666e+23,1.236596487265133852e+23,1.236596487596916552e+23,1.236596487596916552e+23,1.236596487596916552e+23,1.236596487596916552e+23,1.236596487596916552e+23,1.236596487596916552e+23,1.236596487596916552e+23,1.236596487596916552e+23,1.236596487596916552e+23,1.236596487596916552e+23,1.236596487596916552e+23,1.236596487596916552e+23,1.236596487596916552e+23,1.236596487596916552e+23,1.236596487596916552e+23,1.236596487596916552e+23,1.236596487596916552e+23,1.236596487596916552e+23,1.236596487596916552e+23,1.236596487596916552e+23,1.236596487596916552e+23,1.236596487596916552e+23,1.236596487596916552e+23,1.236596487596916552e+23,1.236596487596916552e+23,1.236596487596916552e+23
4.073737373737373098e-05,3.835301187405091543e+22,6.314570096769403506e+22,7.724857773621755091e+22,8.602978982573682511e+22,9.206587268607039137e+22,9.653268079021319730e+22,1.000159400465483484e+23,1.028370657823133427e+23,1.051873469759427183e+23,1.071882105230249752e+23,1.089207473808469289e+23,1.104412845566651542e+23,1.117900913720334641e+23,1.129964710124201013e+23,1.140818543706363490e+23,1.150617703340639697e+23,1.159472025024239250e+23,1.167456409654155050e+23,1.174620061763149800e+23,1.180995241746677346e+23,1.186605596494719521e+23,1.191473669654283593e+23,1.195627007150803009e+23,1.199102335700831474e+23,1.201947526596690455e+23,1.204221368373500738e+23,1.205991471937812913e+23,1.207330857387368875e+23,1.208313889810998079e+23,1.209012234276005374e+23,1.209491400035109133e+23,1.209808267458931579e+23,1.210009775619193092e+23,1.210132736079770419e+23,1.210204568457839179e+23,1.210244652727788833e+23,1.210265970439871812e+23,1.210276750844885236e+23,1.210281923074956932e+23,1.210284272161268202e+23,1.210285279887271710e+23,1.210285687333281019e+23,1.210285842273784981e+23,1.210285897575044512e+23,1.210285916064143041e+23,1.210285921843408085e+23,1.210285923529197680e+23,1.210285923987275068e+23,1.210285923987275068e+23,1.210285923987275068e+23,1.210285923987275068e+23,1.210285923987275068e+23,1.210285923987275068e+23,1.210285923987275068e+23,1.210285923987275068e+23,1.210285923987275068e+23,1.210285923987275068e+23,1.210285923987275068e+23,1.210285923987275068e+23,1.210285923987275068e+23,1.210285923987275068e+23,1.210285923987275068e+23,1.210285923987275068e+23,1.210285923987275068e+23,1.210285923987275068e+23,1.210285923987275068e+23,1.210285923987275068e+23,1.210285923987275068e+23,1.210285923987275068e+23,1.210285923987275068e+23,1.210285923987275068e+23,1.210285923987275068e+23,1.210285923987275068e+23
3.506060606060605860e-05,4.548762297108277494e+22,7.069340983098655480e+22,8.389869709581115562e+22,9.182154589474268381e+22,9.717506009890597477e+22,1.011014242797395525e+23,1.041470554472040733e+23,1.066052545702949091e+23,1.086482729378155625e+23,1.103845039051288441e+23,1.118858957940045466e+23,1.132022052797708564e+23,1.143688896707122881e+23,1.154116910788116899e+23,1.163494077565615693e+23,1.171956509233551161e+23,1.179600481053820668e+23,1.186491700439284376e+23,1.192673398010395943e+23,1.198173957693964854e+23,1.203014160450337028e+23,1.207213707225536806e+23,1.210796521336583079e+23,1.213794381383713088e+23,1.216248637145396743e+23,1.218210029439645573e+23,1.219736893973249760e+23,1.220892224065832946e+23,1.221740168991024035e+23,1.222342547034727504e+23,1.222755865713642297e+23,1.223029189080451897e+23,1.223203005886678507e+23,1.223309069053604890e+23,1.223371030185890923e+23,1.223405606052652751e+23,1.223423994272549878e+23,1.223433293228129240e+23,1.223437754687378634e+23,1.223439780960901362e+23,1.223440650204618949e+23,1.223441001659164462e+23,1.223441135307654441e+23,1.223441183009384243e+23,1.223441198957700244e+23,1.223441203942775335e+23,1.223441205396902448e+23,1.223441205792030547e+23,1.223441205792030547e+23,1.223441205792030547e+23,1.223441205792030547e+23,1.223441205792030547e+23,1.223441205792030547e+23,1.223441205792030547e+23,1.223441205792030547e+23,1.223441205792030547e+23,1.223441205792030547e+23,1.223441205792030547e+23,1.223441205792030547e+23,1.223441205792030547e+23,1.223441205792030547e+23,1.223441205792030547e+23,1.223441205792030547e+23,1.223441205792030547e+23,1.223441205792030547e+23,1.223441205792030547e+23,1.223441205792030547e+23,1.223441205792030547e+23,1.223441205792030547e+23,1.223441205792030547e+23,1.223441205792030547e+23,1.223441205792030547e+23,1.223441205792030547e+23
4.641414141414141014e-05,3.233744530344432684e+22,5.625038238400255938e+22,7.093562339821261475e+22,8.042906802286583035e+22,8.707615738246806582e+22,9.204435313913255638e+22,9.594185216510641832e+22,9.911087502569659957e+22,1.017582340880343530e+23,1.040165414608058880e+23,1.059749845022930853e+23,1.076958317582580428e+23,1.092237674234011315e+23,1.105913942696690660e+23,1.118225976481314798e+23,1.129346994730260412e+23,1.139399507905187278e+23,1.148466976907936452e+23,1.156604129839211201e+23,1.163846787365582825e+23,1.170221242808133191e+23,1.175752729549408200e+23,1.180472305334563048e+23,1.184421557616062067e+23,1.187654802045426372e+23,1.190238800026783030e+23,1.192250361687451852e+23,1.193772456710751744e+23,1.194889589609351149e+23,1.195683199574343848e+23,1.196227731568256184e+23,1.196587825099186205e+23,1.196816822425311290e+23,1.196956556806447788e+23,1.197038188357456694e+23,1.197083740812277983e+23,1.197107966627576629e+23,1.197120217665590054e+23,1.197126095476969020e+23,1.197128765019131876e+23,1.197129910216327619e+23,1.197130373244993321e+23,1.197130549322051402e+23,1.197130612167356900e+23,1.197130633178686213e+23,1.197130639746343004e+23,1.197130641662103268e+23,1.197130642182671255e+23,1.197130642182671255e+23,1.197130642182671255e+23,1.197130642182671255e+23,1.197130642182671255e+23,1.197130642182671255e+23,1.197130642182671255e+23,1.197130642182671255e+23,1.197130642182671255e+23,1.197130642182671255e+23,1.197130642182671255e+23,1.197130642182671255e+23,1.197130642182671255e+23,1.197130642182671255e+23,1.197130642182671255e+23,1.197130642182671255e+23,1.197130642182671255e+23,1.197130642182671255e+23,1.197130642182671255e+23,1.197130642182671255e+23,1.197130642182671255e+23,1.197130642182671255e+23,1.197130642182671255e+23,1.197130642182671255e+23,1.197130642182671255e+23,1.197130642182671255e+23
4.073737373737373098e-05,3.835301187405091543e+22,6.314570096769402667e+22,7.724857773621756769e+22,8.602978982573677478e+22,9.206587268607039137e+22,9.653268079021316375e+22,1.000159400465482981e+23,1.028370657823132756e+23,1.051873469759427015e+23,1.071882105230249584e+23,1.089207473808469121e+23,1.104412845566651374e+23,1.117900913720335144e+23,1.129964710124201013e+23,1.140818543706363490e+23,1.150617703340639529e+23,1.159472025024239082e+23,1.167456409654154882e+23,1.174620061763150136e+23,1.180995241746676842e+23,1.186605596494719521e+23,1.191473669654283928e+23,1.195627007150803177e+23,1.199102335700831474e+23,1.201947526596690958e+23,1.204221368373500403e+23,1.205991471937812913e+23,1.207330857387369043e+23,1.208313889810997743e+23,1.209012234276005206e+23,1.209491400035108798e+23,1.209808267458931075e+23,1.210009775619193595e+23,1.210132736079770587e+23,1.210204568457839347e+23,1.210244652727789001e+23,1.210265970439872315e+23,1.210276750844885740e+23,1.210281923074957100e+23,1.210284272161268370e+23,1.210285279887271710e+23,1.210285687333280851e+23,1.210285842273784981e+23,1.210285897575044848e+23,1.210285916064143209e+23,1.210285921843408252e+23,1.210285923529197345e+23,1.210285923987274900e+23,1.210285923987274900e+23,1.210285923987274900e+23,1.210285923987274900e+23,1.210285923987274900e+23,1.210285923987274900e+23,1.210285923987274900e+23,1.210285923987274900e+23,1.210285923987274900e+23,1.210285923987274900e+23,1.210285923987274900e+23,1.210285923987274900e+23,1.210285923987274900e+23,1.210285923987274900e+23,1.210285923987274900e+23,1.210285923987274900e+23,1.210285923987274900e+23,1.210285923987274900e+23,1.210285923987274900e+23,1.210285923987274900e+23,1.210285923987274900e+23,1.210285923987274900e+23,1.210285923987274900e+23,1.210285923987274900e+23,1.210285923987274900e+23,1.210285923987274900e+23
5.209090909090908930e-05,2.726540414054838986e+22,4.998490457691767439e+22,6.497395570218104783e+22,7.503492328524198445e+22,8.221802041645204295e+22,8.764547172708960227e+22,9.193157514835866629e+22,9.543186205703159362e+22,9.836495576964122909e+22,1.008726651876478131e+23,1.030511349251452132e+23,1.049678846173261825e+23,1.066715745115268228e+23,1.081978166432081925e+23,1.095727522452154089e+23,1.108153569444583734e+23,1.119390499536615988e+23,1.129529622876055761e+23,1.138630685289614368e+23,1.146732712279507709e+23,1.153864396704080881e+23,1.160053489485810195e+23,1.165334435307996200e+23,1.169753583669918365e+23,1.173371607251863229e+23,1.176263155457687604e+23,1.178514151388570924e+23,1.180217426637167599e+23,1.181467538348637851e+23,1.182355617277435277e+23,1.182964969066108058e+23,1.183367927380672774e+23,1.183624184102621670e+23,1.183780552201028795e+23,1.183871901020161730e+23,1.183922875955068724e+23,1.183949985566788734e+23,1.183963694945820339e+23,1.183970272441052252e+23,1.183973259760603622e+23,1.183974541279967052e+23,1.183975059426713440e+23,1.183975256463661051e+23,1.183975326789955517e+23,1.183975350302435715e+23,1.183975357651894162e+23,1.183975359795701922e+23,1.183975360378237060e+23,1.183975360378237060e+23,1.183975360378237060e+23,1.183975360378237060e+23,1.183975360378237060e+23,1.183975360378237060e+23,1.183975360378237060e+23,1.183975360378237060e+23,1.183975360378237060e+23,1.183975360378237060e+23,1.183975360378237060e+23,1.183975360378237060e+23,1.183975360378237060e+23,1.183975360378237060e+23,1.183975360378237060e+23,1.183975360378237060e+23,1.183975360378237060e+23,1.183975360378237060e+23,1.183975360378237060e+23,1.183975360378237060e+23,1.183975360378237060e+23,1.183975360378237060e+23,1.183975360378237060e+23,1.183975360378237060e+23,1.183975360378237060e+23,1.183975360378237060e+23
4.641414141414141014e-05,3.233744530344432265e+22,5.625038238400255938e+22,7.093562339821261475e+22,8.042906802286581357e+22,8.707615738246806582e+22,9.204435313913252282e+22,9.594185216510636799e+22,9.911087502569656602e+22,1.017582340880343362e+23,1.040165414608059048e+23,1.059749845022930685e+23,1.076958317582580261e+23,1.092237674234010644e+23,1.105913942696690325e+23,1.118225976481314966e+23,1.129346994730260245e+23,1.139399507905187110e+23,1.148466976907936116e+23,1.156604129839211033e+23,1.163846787365582657e+23,1.170221242808133023e+23,1.175752729549408033e+23,1.180472305334562545e+23,1.184421557616062738e+23,1.187654802045427044e+23,1.190238800026782694e+23,1.192250361687452187e+23,1.193772456710751409e+23,1.194889589609350646e+23,1.195683199574343848e+23,1.196227731568255849e+23,1.196587825099186037e+23,1.196816822425311626e+23,1.196956556806447956e+23,1.197038188357456862e+23,1.197083740812277983e+23,1.197107966627576629e+23,1.197120217665589719e+23,1.197126095476969020e+23,1.197128765019131876e+23,1.197129910216327619e+23,1.197130373244993321e+23,1.197130549322051402e+23,1.197130612167356900e+23,1.197130633178686884e+23,1.197130639746343339e+23,1.197130641662103435e+23,1.197130642182671088e+23,1.197130642182671088e+23,1.197130642182671088e+23,1.197130642182671088e+23,1.197130642182671088e+23,1.197130642182671088e+23,1.197130642182671088e+23,1.197130642182671088e+23,1.197130642182671088e+23,1.197130642182671088e+23,1.197130642182671088e+23,1.197130642182671088e+23,1.197130642182671088e+23,1.197130642182671088e+23,1.197130642182671088e+23,1.197130642182671088e+23,1.197130642182671088e+23,1.197130642182671088e+23,1.197130642182671088e+23,1.197130642182671088e+23,1.197130642182671088e+23,1.197130642182671088e+23,1.197130642182671088e+23,1.197130642182671088e+23,1.197130642182671088e+23,1.197130642182671088e+23
