x,t=1.00e-01s,t=2.10e-01s,t=3.31e-01s,t=4.64e-01s,t=6.11e-01s,t=7.72e-01s,t=9.49e-01s,t=1.14e+00s,t=1.36e+00s,t=1.59e+00s,t=1.85e+00s,t=2.14e+00s,t=2.45e+00s,t=2.80e+00s,t=3.18e+00s,t=3.59e+00s,t=4.05e+00s,t=4.56e+00s,t=5.12e+00s,t=5.73e+00s,t=6.40e+00s,t=7.14e+00s,t=7.95e+00s,t=8.85e+00s,t=9.83e+00s,t=1.09e+01s,t=1.21e+01s,t=1.34e+01s,t=1.49e+01s,t=1.64e+01s,t=1.82e+01s,t=2.01e+01s,t=2.22e+01s,t=2.45e+01s,t=2.71e+01s,t=2.99e+01s,t=3.30e+01s,t=3.64e+01s,t=4.01e+01s,t=4.43e+01s,t=4.88e+01s,t=5.38e+01s,t=5.92e+01s,t=6.53e+01s,t=7.19e+01s,t=7.92e+01s,t=8.72e+01s,t=9.60e+01s,t=1.06e+02s,t=1.16e+02s,t=1.28e+02s,t=1.41e+02s,t=1.55e+02s,t=1.71e+02s,t=1.88e+02s,t=2.07e+02s,t=2.28e+02s,t=2.51e+02s,t=2.76e+02s,t=3.03e+02s,t=3.34e+02s,t=3.67e+02s,t=4.04e+02s,t=4.45e+02s,t=4.89e+02s,t=5.38e+02s,t=5.92e+02s,t=6.52e+02s,t=7.17e+02s,t=7.89e+02s,t=8.68e+02s,t=9.55e+02s,t=1.00e+03s
2.626262626262626069e-07,1.294433756031836058e+23,1.299675352864378921e+23,1.301017639721794651e+23,1.301704445648468873e+23,1.302142630673182643e+23,1.302455308882854397e+23,1.302694076390604831e+23,1.302884865065441716e+23,1.303042333350712081e+23,1.303175480508483528e+23,1.303290178579615942e+23,1.303390438419979211e+23,1.303479092339413216e+23,1.303558183246234061e+23,1.303629196620592558e+23,1.303693205740852850e+23,1.303750969741629205e+23,1.303803007840522978e+23,1.303849663020436879e+23,1.303891161319283569e+23,1.303927667703010034e+23,1.303959336214041901e+23,1.303986350723164935e+23,1.304008952936856279e+23,1.304027455808588271e+23,1.304042242526090426e+23,1.304053753205389588e+23,1.304062462896233251e+23,1.304068855271672544e+23,1.304073396388939663e+23,1.304076512250074308e+23,1.304078572735616380e+23,1.304079883077002094e+23,1.304080682648361668e+23,1.304081149750614101e+23,1.304081410405387039e+23,1.304081549027428343e+23,1.304081619128841342e+23,1.304081652762145550e+23,1.304081668037477925e+23,1.304081674590387207e+23,1.304081677239873679e+23,1.304081678247400864e+23,1.304081678607006732e+23,1.304081678727234946e+23,1.304081678764816078e+23,1.304081678775778311e+23,1.304081678778756938e+23,1.304081678778756938e+23,1.304081678778756938e+23,1.304081678778756938e+23,1.304081678778756938e+23,1.304081678778756938e+23,1.304081678778756938e+23,1.304081678778756938e+23,1.304081678778756938e+23,1.304081678778756938e+23,1.304081678778756938e+23,1.304081678778756938e+23,1.304081678778756938e+23,1.304081678778756938e+23,1.304081678778756938e+23,1.304081678778756938e+23,1.304081678778756938e+23,1.304081678778756938e+23,1.304081678778756938e+23,1.304081678778756938e+23,1.304081678778756938e+23,1.304081678778756938e+23,1.304081678778756938e+23,1.304081678778756938e+23,1.304081678778756938e+23,1.304081678778756938e+23
2.525252525252525229e-07,1.294826746382007245e+23,1.299868231325141539e+23,1.301158894519048072e+23,1.301819285278970054e+23,1.302240617196340841e+23,1.302541269400024284e+23,1.302770853586700285e+23,1.302954304263286392e+23,1.303105716094413958e+23,1.303233742220424370e+23,1.303344028836482924e+23,1.303440432535963613e+23,1.303525676694443823e+23,1.303601725647321091e+23,1.303670007741213720e+23,1.303731554974771173e+23,1.303787097285276593e+23,1.303837133920539142e+23,1.303881994671886728e+23,1.303921896883523462e+23,1.303956999176588278e+23,1.303987449668827087e+23,1.304013425159089873e+23,1.304035158057466525e+23,1.304052949280772294e+23,1.304067167278755563e+23,1.304078235239920771e+23,1.304086609942881270e+23,1.304092756457892316e+23,1.304097122916921655e+23,1.304100118937324476e+23,1.304102100173475199e+23,1.304103360117149606e+23,1.304104128935785514e+23,1.304104578072578978e+23,1.304104828702175149e+23,1.304104961992603269e+23,1.304105029397809946e+23,1.304105061737526209e+23,1.304105076425345980e+23,1.304105082726220206e+23,1.304105085273804552e+23,1.304105086242579892e+23,1.304105086588354958e+23,1.304105086703959036e+23,1.304105086740094475e+23,1.304105086750635097e+23,1.304105086753498632e+23,1.304105086753498632e+23,1.304105086753498632e+23,1.304105086753498632e+23,1.304105086753498632e+23,1.304105086753498632e+23,1.304105086753498632e+23,1.304105086753498632e+23,1.304105086753498632e+23,1.304105086753498632e+23,1.304105086753498632e+23,1.304105086753498632e+23,1.304105086753498632e+23,1.304105086753498632e+23,1.304105086753498632e+23,1.304105086753498632e+23,1.304105086753498632e+23,1.304105086753498632e+23,1.304105086753498632e+23,1.304105086753498632e+23,1.304105086753498632e+23,1.304105086753498632e+23,1.304105086753498632e+23,1.304105086753498632e+23,1.304105086753498632e+23,1.304105086753498632e+23
2.727272727272726909e-07,1.294040884682026448e+23,1.299482474841680988e+23,1.300876385026524389e+23,1.301589606065405942e+23,1.302044644177538407e+23,1.302369348383534628e+23,1.302617299206900191e+23,1.302815425876596170e+23,1.302978950613763201e+23,1.303117218801734899e+23,1.303236328326813408e+23,1.303340444307226100e+23,1.303432507986979051e+23,1.303514640847252740e+23,1.303588385501690892e+23,1.303654856508344149e+23,1.303714842199136592e+23,1.303768881761454056e+23,1.303817331369758446e+23,1.303860425755668796e+23,1.303898336229930576e+23,1.303931222759650141e+23,1.303959276287544336e+23,1.303982747816476719e+23,1.304001962336577556e+23,1.304017317773550446e+23,1.304029271170947828e+23,1.304038315849646132e+23,1.304044954085492869e+23,1.304049669860984179e+23,1.304052905562841085e+23,1.304055045297766285e+23,1.304056406036859616e+23,1.304057236360940675e+23,1.304057721428651404e+23,1.304057992108599432e+23,1.304058136062254090e+23,1.304058208859873241e+23,1.304058243786765228e+23,1.304058259649609534e+23,1.304058266454553537e+23,1.304058269205943812e+23,1.304058270252221501e+23,1.304058270625658841e+23,1.304058270750511192e+23,1.304058270789537177e+23,1.304058270800921022e+23,1.304058270804014237e+23,1.304058270804014237e+23,1.304058270804014237e+23,1.304058270804014237e+23,1.304058270804014237e+23,1.304058270804014237e+23,1.304058270804014237e+23,1.304058270804014237e+23,1.304058270804014237e+23,1.304058270804014237e+23,1.304058270804014237e+23,1.304058270804014237e+23,1.304058270804014237e+23,1.304058270804014237e+23,1.304058270804014237e+23,1.304058270804014237e+23,1.304058270804014237e+23,1.304058270804014237e+23,1.304058270804014237e+23,1.304058270804014237e+23,1.304058270804014237e+23,1.304058270804014237e+23,1.304058270804014237e+23,1.304058270804014237e+23,1.304058270804014237e+23,1.304058270804014237e+23
2.626262626262626069e-07,1.294433756031835890e+23,1.299675352864378921e+23,1.301017639721794651e+23,1.301704445648469209e+23,1.302142630673182475e+23,1.302455308882855403e+23,1.302694076390604831e+23,1.302884865065441380e+23,1.303042333350711578e+23,1.303175480508483528e+23,1.303290178579615606e+23,1.303390438419979211e+23,1.303479092339413048e+23,1.303558183246234061e+23,1.303629196620592390e+23,1.303693205740853354e+23,1.303750969741629205e+23,1.303803007840522978e+23,1.303849663020436879e+23,1.303891161319283569e+23,1.303927667703010537e+23,1.303959336214041733e+23,1.303986350723164432e+23,1.304008952936855775e+23,1.304027455808588606e+23,1.304042242526089922e+23,1.304053753205389923e+23,1.304062462896233419e+23,1.304068855271672544e+23,1.304073396388939327e+23,1.304076512250074644e+23,1.304078572735616044e+23,1.304079883077001591e+23,1.304080682648361668e+23,1.304081149750613262e+23,1.304081410405386871e+23,1.304081549027428176e+23,1.304081619128841845e+23,1.304081652762145215e+23,1.304081668037478260e+23,1.304081674590387207e+23,1.304081677239874014e+23,1.304081678247401200e+23,1.304081678607006564e+23,1.304081678727235282e+23,1.304081678764815742e+23,1.304081678775777808e+23,1.304081678778756770e+23,1.304081678778756770e+23,1.304081678778756770e+23,1.304081678778756770e+23,1.304081678778756770e+23,1.304081678778756770e+23,1.304081678778756770e+23,1.304081678778756770e+23,1.304081678778756770e+23,1.304081678778756770e+23,1.304081678778756770e+23,1.304081678778756770e+23,1.304081678778756770e+23,1.304081678778756770e+23,1.304081678778756770e+23,1.304081678778756770e+23,1.304081678778756770e+23,1.304081678778756770e+23,1.304081678778756770e+23,1.304081678778756770e+23,1.304081678778756770e+23,1.304081678778756770e+23,1.304081678778756770e+23,1.304081678778756770e+23,1.304081678778756770e+23,1.304081678778756770e+23
2.828282828282828278e-07,1.293648132296460091e+23,1.299289597273761372e+23,1.300735130437159464e+23,1.301474766531604943e+23,1.301946657710466107e+23,1.302283387902749825e+23,1.302540522036061998e+23,1.302745986697097883e+23,1.302915567883827030e+23,1.303058957100376287e+23,1.303182478078232358e+23,1.303290450197827258e+23,1.303385923637241824e+23,1.303471098450458664e+23,1.303547574384573819e+23,1.303616507277297918e+23,1.303678714657845228e+23,1.303734755683367775e+23,1.303784999719881293e+23,1.303829690192700616e+23,1.303869004757368696e+23,1.303903109305666739e+23,1.303932201852240658e+23,1.303956542696338584e+23,1.303976468864746358e+23,1.303992393021140490e+23,1.304004789136597839e+23,1.304014168803122767e+23,1.304021052899355640e+23,1.304025943333055538e+23,1.304029298875624640e+23,1.304031517859927262e+23,1.304032928996723010e+23,1.304033790073523373e+23,1.304034293106688876e+23,1.304034573811812999e+23,1.304034723097080003e+23,1.304034798590905308e+23,1.304034834811384570e+23,1.304034851261741814e+23,1.304034858318720034e+23,1.304034861172013610e+23,1.304034862257042809e+23,1.304034862644310447e+23,1.304034862773787102e+23,1.304034862814258780e+23,1.304034862826064068e+23,1.304034862829271872e+23,1.304034862829271872e+23,1.304034862829271872e+23,1.304034862829271872e+23,1.304034862829271872e+23,1.304034862829271872e+23,1.304034862829271872e+23,1.304034862829271872e+23,1.304034862829271872e+23,1.304034862829271872e+23,1.304034862829271872e+23,1.304034862829271872e+23,1.304034862829271872e+23,1.304034862829271872e+23,1.304034862829271872e+23,1.304034862829271872e+23,1.304034862829271872e+23,1.304034862829271872e+23,1.304034862829271872e+23,1.304034862829271872e+23,1.304034862829271872e+23,1.304034862829271872e+23,1.304034862829271872e+23,1.304034862829271872e+23,1.304034862829271872e+23,1.304034862829271872e+23
2.727272727272726909e-07,1.294040884682025777e+23,1.299482474841680988e+23,1.300876385026524725e+23,1.301589606065405774e+23,1.302044644177538240e+23,1.302369348383534964e+23,1.302617299206900527e+23,1.302815425876596170e+23,1.302978950613763201e+23,1.303117218801734396e+23,1.303236328326813744e+23,1.303340444307225596e+23,1.303432507986979051e+23,1.303514640847253243e+23,1.303588385501690389e+23,1.303654856508344317e+23,1.303714842199136424e+23,1.303768881761454056e+23,1.303817331369758446e+23,1.303860425755668628e+23,1.303898336229930576e+23,1.303931222759649302e+23,1.303959276287543665e+23,1.303982747816476551e+23,1.304001962336577724e+23,1.304017317773549943e+23,1.304029271170947828e+23,1.304038315849646132e+23,1.304044954085493037e+23,1.304049669860984682e+23,1.304052905562840582e+23,1.304055045297765949e+23,1.304056406036859616e+23,1.304057236360941011e+23,1.304057721428650398e+23,1.304057992108599599e+23,1.304058136062253922e+23,1.304058208859873241e+23,1.304058243786764557e+23,1.304058259649609031e+23,1.304058266454553705e+23,1.304058269205943644e+23,1.304058270252221669e+23,1.304058270625658674e+23,1.304058270750511192e+23,1.304058270789537345e+23,1.304058270800920854e+23,1.304058270804014405e+23,1.304058270804014405e+23,1.304058270804014405e+23,1.304058270804014405e+23,1.304058270804014405e+23,1.304058270804014405e+23,1.304058270804014405e+23,1.304058270804014405e+23,1.304058270804014405e+23,1.304058270804014405e+23,1.304058270804014405e+23,1.304058270804014405e+23,1.304058270804014405e+23,1.304058270804014405e+23,1.304058270804014405e+23,1.304058270804014405e+23,1.304058270804014405e+23,1.304058270804014405e+23,1.304058270804014405e+23,1.304058270804014405e+23,1.304058270804014405e+23,1.304058270804014405e+23,1.304058270804014405e+23,1.304058270804014405e+23,1.304058270804014405e+23,1.304058270804014405e+23
2.929292929292929118e-07,1.293255498839030906e+23,1.299096720177325146e+23,1.300593875957622222e+23,1.301359927048890734e+23,1.301848671273024550e+23,1.302197427441186007e+23,1.302463744878568570e+23,1.302676547527292800e+23,1.302852185161164453e+23,1.303000695404609185e+23,1.303128627834030328e+23,1.303240456091907339e+23,1.303339339290300687e+23,1.303427556055933539e+23,1.303506763269308615e+23,1.303578158047770024e+23,1.303642587117797056e+23,1.303700629606300878e+23,1.303752668070834948e+23,1.303798954630404700e+23,1.303839673285344861e+23,1.303874995852106961e+23,1.303905127417265143e+23,1.303930337576450093e+23,1.303950975393100716e+23,1.303967468268865423e+23,1.303980307102343648e+23,1.303990021756665337e+23,1.303997151713262872e+23,1.304002216805155922e+23,1.304005692188426481e+23,1.304007990422098139e+23,1.304009451956593114e+23,1.304010343786109259e+23,1.304010864784729199e+23,1.304011155515027405e+23,1.304011310131907091e+23,1.304011388321937542e+23,1.304011425836004247e+23,1.304011442873873088e+23,1.304011450182887203e+23,1.304011453138083407e+23,1.304011454261863446e+23,1.304011454662962389e+23,1.304011454797063347e+23,1.304011454838980215e+23,1.304011454851207282e+23,1.304011454854529842e+23,1.304011454854529842e+23,1.304011454854529842e+23,1.304011454854529842e+23,1.304011454854529842e+23,1.304011454854529842e+23,1.304011454854529842e+23,1.304011454854529842e+23,1.304011454854529842e+23,1.304011454854529842e+23,1.304011454854529842e+23,1.304011454854529842e+23,1.304011454854529842e+23,1.304011454854529842e+23,1.304011454854529842e+23,1.304011454854529842e+23,1.304011454854529842e+23,1.304011454854529842e+23,1.304011454854529842e+23,1.304011454854529842e+23,1.304011454854529842e+23,1.304011454854529842e+23,1.304011454854529842e+23,1.304011454854529842e+23,1.304011454854529842e+23,1.304011454854529842e+23
2.828282828282828278e-07,1.293648132296459420e+23,1.299289597273761204e+23,1.300735130437159968e+23,1.301474766531605446e+23,1.301946657710466442e+23,1.302283387902749993e+23,1.302540522036062165e+23,1.302745986697097548e+23,1.302915567883827701e+23,1.303058957100376119e+23,1.303182478078232526e+23,1.303290450197827090e+23,1.303385923637241656e+23,1.303471098450459000e+23,1.303547574384574155e+23,1.303616507277297918e+23,1.303678714657844893e+23,1.303734755683367272e+23,1.303784999719881461e+23,1.303829690192700784e+23,1.303869004757369031e+23,1.303903109305666403e+23,1.303932201852239987e+23,1.303956542696338751e+23,1.303976468864746358e+23,1.303992393021139987e+23,1.304004789136598510e+23,1.304014168803122767e+23,1.304021052899355473e+23,1.304025943333056209e+23,1.304029298875624304e+23,1.304031517859927262e+23,1.304032928996723178e+23,1.304033790073522702e+23,1.304034293106689211e+23,1.304034573811813334e+23,1.304034723097080171e+23,1.304034798590905475e+23,1.304034834811384234e+23,1.304034851261741814e+23,1.304034858318720034e+23,1.304034861172013610e+23,1.304034862257042977e+23,1.304034862644310615e+23,1.304034862773786766e+23,1.304034862814258780e+23,1.304034862826064068e+23,1.304034862829271536e+23,1.304034862829271536e+23,1.304034862829271536e+23,1.304034862829271536e+23,1.304034862829271536e+23,1.304034862829271536e+23,1.304034862829271536e+23,1.304034862829271536e+23,1.304034862829271536e+23,1.304034862829271536e+23,1.304034862829271536e+23,1.304034862829271536e+23,1.304034862829271536e+23,1.304034862829271536e+23,1.304034862829271536e+23,1.304034862829271536e+23,1.304034862829271536e+23,1.304034862829271536e+23,1.304034862829271536e+23,1.304034862829271536e+23,1.304034862829271536e+23,1.304034862829271536e+23,1.304034862829271536e+23,1.304034862829271536e+23,1.304034862829271536e+23,1.304034862829271536e+23
3.030303030303029957e-07,1.292862984273644225e+23,1.298903843569066647e+23,1.300452621591835176e+23,1.301245087619088174e+23,1.301750684866272045e+23,1.302111466999530536e+23,1.302386967734894367e+23,1.302607108367526868e+23,1.302788802446035182e+23,1.302942433714630725e+23,1.303074777594362677e+23,1.303190461989590999e+23,1.303292754946256976e+23,1.303384013663756385e+23,1.303465952155961047e+23,1.303539808819811472e+23,1.303606459579039052e+23,1.303666503530289436e+23,1.303720336422649106e+23,1.303768219068804366e+23,1.303810341813877022e+23,1.303846882398985739e+23,1.303878052982630373e+23,1.303904132456820475e+23,1.303925481921647844e+23,1.303942543516730109e+23,1.303955825068188610e+23,1.303965874710275351e+23,1.303973250527214562e+23,1.303978490277285834e+23,1.303982085501245603e+23,1.303984462984280927e+23,1.303985974916469595e+23,1.303986897498698668e+23,1.303987436462771704e+23,1.303987737218243656e+23,1.303987897166733844e+23,1.303987978052970616e+23,1.303988016860623589e+23,1.303988034486004865e+23,1.303988042047053701e+23,1.303988045104153373e+23,1.303988046266684251e+23,1.303988046681613995e+23,1.303988046820339425e+23,1.303988046863701650e+23,1.303988046876350161e+23,1.303988046879787141e+23,1.303988046879787141e+23,1.303988046879787141e+23,1.303988046879787141e+23,1.303988046879787141e+23,1.303988046879787141e+23,1.303988046879787141e+23,1.303988046879787141e+23,1.303988046879787141e+23,1.303988046879787141e+23,1.303988046879787141e+23,1.303988046879787141e+23,1.303988046879787141e+23,1.303988046879787141e+23,1.303988046879787141e+23,1.303988046879787141e+23,1.303988046879787141e+23,1.303988046879787141e+23,1.303988046879787141e+23,1.303988046879787141e+23,1.303988046879787141e+23,1.303988046879787141e+23,1.303988046879787141e+23,1.303988046879787141e+23,1.303988046879787141e+23,1.303988046879787141e+23
2.929292929292929118e-07,1.293255498839030403e+23,1.299096720177324643e+23,1.300593875957622222e+23,1.301359927048891573e+23,1.301848671273025054e+23,1.302197427441186510e+23,1.302463744878568234e+23,1.302676547527292968e+23,1.302852185161164118e+23,1.303000695404608514e+23,1.303128627834030161e+23,1.303240456091907339e+23,1.303339339290300520e+23,1.303427556055933539e+23,1.303506763269308615e+23,1.303578158047769689e+23,1.303642587117797056e+23,1.303700629606300710e+23,1.303752668070834948e+23,1.303798954630404700e+23,1.303839673285344357e+23,1.303874995852106961e+23,1.303905127417265143e+23,1.303930337576450597e+23,1.303950975393100380e+23,1.303967468268865758e+23,1.303980307102344151e+23,1.303990021756665169e+23,1.303997151713262536e+23,1.304002216805156426e+23,1.304005692188425642e+23,1.304007990422098642e+23,1.304009451956592947e+23,1.304010343786108923e+23,1.304010864784729367e+23,1.304011155515027237e+23,1.304011310131906756e+23,1.304011388321937542e+23,1.304011425836004247e+23,1.304011442873873591e+23,1.304011450182886700e+23,1.304011453138083407e+23,1.304011454261863949e+23,1.304011454662962389e+23,1.304011454797062844e+23,1.304011454838980215e+23,1.304011454851206946e+23,1.304011454854529674e+23,1.304011454854529674e+23,1.304011454854529674e+23,1.304011454854529674e+23,1.304011454854529674e+23,1.304011454854529674e+23,1.304011454854529674e+23,1.304011454854529674e+23,1.304011454854529674e+23,1.304011454854529674e+23,1.304011454854529674e+23,1.304011454854529674e+23,1.304011454854529674e+23,1.304011454854529674e+23,1.304011454854529674e+23,1.304011454854529674e+23,1.304011454854529674e+23,1.304011454854529674e+23,1.304011454854529674e+23,1.304011454854529674e+23,1.304011454854529674e+23,1.304011454854529674e+23,1.304011454854529674e+23,1.304011454854529674e+23,1.304011454854529674e+23,1.304011454854529674e+23
3.131313131313131327e-07,1.292470588564212590e+23,1.298710967465670145e+23,1.300311367343718825e+23,1.301130248244021281e+23,1.301652698491266059e+23,1.302025506578469099e+23,1.302310190605516197e+23,1.302537669218145529e+23,1.302725419738696243e+23,1.302884172030643242e+23,1.303020927359384761e+23,1.303140467891001885e+23,1.303246170605209508e+23,1.303340471274010418e+23,1.303425141044596378e+23,1.303501459593479470e+23,1.303570332041613494e+23,1.303632377455370358e+23,1.303688004775353464e+23,1.303737483507924447e+23,1.303781010342984307e+23,1.303818768946318677e+23,1.303850978548348092e+23,1.303877927337458621e+23,1.303899988450394117e+23,1.303917618764740255e+23,1.303931343034135746e+23,1.303941727663956332e+23,1.303949349341213732e+23,1.303954763749446113e+23,1.303958478814084187e+23,1.303960935546473949e+23,1.303962497876352618e+23,1.303963451211291264e+23,1.303964008140815383e+23,1.303964318921459572e+23,1.303964484201561603e+23,1.303964567784003018e+23,1.303964607885243601e+23,1.303964626098137313e+23,1.303964633911220031e+23,1.303964637070223338e+23,1.303964638271505223e+23,1.303964638700266104e+23,1.303964638843615167e+23,1.303964638888422917e+23,1.303964638901493207e+23,1.303964638905044608e+23,1.303964638905044608e+23,1.303964638905044608e+23,1.303964638905044608e+23,1.303964638905044608e+23,1.303964638905044608e+23,1.303964638905044608e+23,1.303964638905044608e+23,1.303964638905044608e+23,1.303964638905044608e+23,1.303964638905044608e+23,1.303964638905044608e+23,1.303964638905044608e+23,1.303964638905044608e+23,1.303964638905044608e+23,1.303964638905044608e+23,1.303964638905044608e+23,1.303964638905044608e+23,1.303964638905044608e+23,1.303964638905044608e+23,1.303964638905044608e+23,1.303964638905044608e+23,1.303964638905044608e+23,1.303964638905044608e+23,1.303964638905044608e+23,1.303964638905044608e+23
3.030303030303029957e-07,1.292862984273643889e+23,1.298903843569065976e+23,1.300452621591834840e+23,1.301245087619088342e+23,1.301750684866271878e+23,1.302111466999531040e+23,1.302386967734894031e+23,1.302607108367526532e+23,1.302788802446034511e+23,1.302942433714630558e+23,1.303074777594362845e+23,1.303190461989590328e+23,1.303292754946256305e+23,1.303384013663756553e+23,1.303465952155960879e+23,1.303539808819811807e+23,1.303606459579038884e+23,1.303666503530289268e+23,1.303720336422648938e+23,1.303768219068804534e+23,1.303810341813877022e+23,1.303846882398986243e+23,1.303878052982630709e+23,1.303904132456820811e+23,1.303925481921647676e+23,1.303942543516730445e+23,1.303955825068188778e+23,1.303965874710275519e+23,1.303973250527214562e+23,1.303978490277286002e+23,1.303982085501245100e+23,1.303984462984280759e+23,1.303985974916469259e+23,1.303986897498697997e+23,1.303987436462771704e+23,1.303987737218243153e+23,1.303987897166733341e+23,1.303987978052970113e+23,1.303988016860623589e+23,1.303988034486005200e+23,1.303988042047053701e+23,1.303988045104153541e+23,1.303988046266684251e+23,1.303988046681613827e+23,1.303988046820339257e+23,1.303988046863701482e+23,1.303988046876349993e+23,1.303988046879786973e+23,1.303988046879786973e+23,1.303988046879786973e+23,1.303988046879786973e+23,1.303988046879786973e+23,1.303988046879786973e+23,1.303988046879786973e+23,1.303988046879786973e+23,1.303988046879786973e+23,1.303988046879786973e+23,1.303988046879786973e+23,1.303988046879786973e+23,1.303988046879786973e+23,1.303988046879786973e+23,1.303988046879786973e+23,1.303988046879786973e+23,1.303988046879786973e+23,1.303988046879786973e+23,1.303988046879786973e+23,1.303988046879786973e+23,1.303988046879786973e+23,1.303988046879786973e+23,1.303988046879786973e+23,1.303988046879786973e+23,1.303988046879786973e+23,1.303988046879786973e+23
3.232323232323232166e-07,1.292078311674665658e+23,1.298518091883811355e+23,1.300170113217196521e+23,1.301015408925514410e+23,1.301554712149065906e+23,1.301939546178689392e+23,1.302233413490912044e+23,1.302468230079496575e+23,1.302662037039410200e+23,1.302825910352844539e+23,1.302967077129254957e+23,1.303090473796264819e+23,1.303199586267257436e+23,1.303296928886775161e+23,1.303384329935281885e+23,1.303463110368826868e+23,1.303534204505566688e+23,1.303598251381579380e+23,1.303655673128976877e+23,1.303706747947787422e+23,1.303751678872686680e+23,1.303790655494121209e+23,1.303823904114429038e+23,1.303851722218373927e+23,1.303874494979346079e+23,1.303892694012900053e+23,1.303906861000189081e+23,1.303917580617710295e+23,1.303925448155261221e+23,1.303931037221637094e+23,1.303934872126941896e+23,1.303937408108680226e+23,1.303939020836241848e+23,1.303940004923888558e+23,1.303940579818861578e+23,1.303940900624677334e+23,1.303941071236389195e+23,1.303941157515035756e+23,1.303941198909863614e+23,1.303941217710269593e+23,1.303941225775387199e+23,1.303941229036292801e+23,1.303941230276326195e+23,1.303941230718918045e+23,1.303941230866891413e+23,1.303941230913144352e+23,1.303941230926636421e+23,1.303941230930302410e+23,1.303941230930302410e+23,1.303941230930302410e+23,1.303941230930302410e+23,1.303941230930302410e+23,1.303941230930302410e+23,1.303941230930302410e+23,1.303941230930302410e+23,1.303941230930302410e+23,1.303941230930302410e+23,1.303941230930302410e+23,1.303941230930302410e+23,1.303941230930302410e+23,1.303941230930302410e+23,1.303941230930302410e+23,1.303941230930302410e+23,1.303941230930302410e+23,1.303941230930302410e+23,1.303941230930302410e+23,1.303941230930302410e+23,1.303941230930302410e+23,1.303941230930302410e+23,1.303941230930302410e+23,1.303941230930302410e+23,1.303941230930302410e+23,1.303941230930302410e+23
3.131313131313131327e-07,1.292470588564212254e+23,1.298710967465669978e+23,1.300311367343718657e+23,1.301130248244021449e+23,1.301652698491266563e+23,1.302025506578469770e+23,1.302310190605516700e+23,1.302537669218145529e+23,1.302725419738696746e+23,1.302884172030643242e+23,1.303020927359385097e+23,1.303140467891001885e+23,1.303246170605209004e+23,1.303340471274010585e+23,1.303425141044596881e+23,1.303501459593479974e+23,1.303570332041613998e+23,1.303632377455369855e+23,1.303688004775353296e+23,1.303737483507924279e+23,1.303781010342984810e+23,1.303818768946318845e+23,1.303850978548348092e+23,1.303877927337459125e+23,1.303899988450393949e+23,1.303917618764740255e+23,1.303931343034135578e+23,1.303941727663956500e+23,1.303949349341213732e+23,1.303954763749445777e+23,1.303958478814084355e+23,1.303960935546474117e+23,1.303962497876352450e+23,1.303963451211291432e+23,1.303964008140815550e+23,1.303964318921459405e+23,1.303964484201560932e+23,1.303964567784002851e+23,1.303964607885243601e+23,1.303964626098136809e+23,1.303964633911220198e+23,1.303964637070223506e+23,1.303964638271505223e+23,1.303964638700265768e+23,1.303964638843615335e+23,1.303964638888422917e+23,1.303964638901493207e+23,1.303964638905044776e+23,1.303964638905044776e+23,1.303964638905044776e+23,1.303964638905044776e+23,1.303964638905044776e+23,1.303964638905044776e+23,1.303964638905044776e+23,1.303964638905044776e+23,1.303964638905044776e+23,1.303964638905044776e+23,1.303964638905044776e+23,1.303964638905044776e+23,1.303964638905044776e+23,1.303964638905044776e+23,1.303964638905044776e+23,1.303964638905044776e+23,1.303964638905044776e+23,1.303964638905044776e+23,1.303964638905044776e+23,1.303964638905044776e+23,1.303964638905044776e+23,1.303964638905044776e+23,1.303964638905044776e+23,1.303964638905044776e+23,1.303964638905044776e+23,1.303964638905044776e+23
